id,bucket,asr_text
0023,impulsive+stationary_5,बहाँ कल दो पार मुज्दे मिलने आँ रहाँ है
0024,impulsive+stationary_5,"Yet this, it appears, has not been sufficient to deter you."
0025,impulsive+stationary_5,रावत निदिया ता नमेर को गजनी कानिवता
0026,impulsive+stationary_5,नेमार के निलम्मन के खिलाप अपिल करेगा ब्रासिल
0027,impulsive+stationary_5,कहरो अप्रीका का सब से बड़ा चहेर है
0028,impulsive+stationary_5,अम दोस ते
0029,impulsive+stationary_5,not allude to the impulse it received as she gazed at the pyramids in the course of an excursion.
0030,impulsive+stationary_5,"and Willie O'Reilly, who traveled for a jewelry house and sold musical instruments."
0031,impulsive+stationary_5,मत्तदाता वाकई उल्लू नहीं है जेट्ली
0032,impulsive+stationary_5,"As she helped me to my room, I caught a glimpse of myself in the mirror. My lip was cut and stood up."
0033,impulsive+stationary_5,अद योगन पर जारी की खाएडलाईं
0034,impulsive+stationary_5,which had an elegant conservatory and was just around the corner from her own. Add another
0035,impulsive+stationary_5,She came back by the last of March from Egypt and Greece and made another stay in Rome.
0036,impulsive+stationary_5,अमरिका की पाक को गंभीर नतीजे भुगतने की चेतावनी
0037,impulsive+stationary_5,अन्ट्रोइट के को फाँँडर एंदी रुबिन बाजार में लाँज कर सकते हैं नया समाथफों
0038,impulsive+stationary_5,सिनेमा बालीवुट के बाजार का एन गें
0039,impulsive+stationary_5,अब यूटिऊप पर करे पहले से जाडा कमाई आया ये काम का फीट्चर
0000,impulsive_-10,"Just one boy, hasn't he? asked Hurstwood. Yes, and a swift bass."
0001,impulsive_-10,कर्शमीरी पन्टितो के नाम ये दूर्या जेलम यमना गंगा गी
0002,impulsive_-10,रूसी अश्रे से च्छ सम्बन्दन बनाए उक्रेनी महिलाए
0003,impulsive_-10,दिल्ली में दोनी रश्ट दन्धे से पीट कर हत्या कारो
0004,impulsive_-10,"not conferring, a favor when they stayed at her house. Even the smartest traveling men were flat"
0005,impulsive_-10,"could. You would not believe, Mums, although I showed you the very cannon where it used to appear."
0006,impulsive_-10,पीख़ा वल्पार आतंकी हमलेका कतरा
0007,impulsive_-10,"then in beaten egg, then in crumbs and fry in plenty of fat. Drain and garnish with lemon"
0008,impulsive_-10,"over me, choking me with one fist and beating me in the face with the other, hissing and chuckling and letting out."
0009,impulsive_-10,उसने मेरा बस्ता चूरा लिया
0010,impulsive_-10,जाने प्रग्रेंशी में पानी पीना क्यों है जरूरी
0011,impulsive_-10,मैं माल नहीं जासकता
0012,impulsive_-10,अग्त्या या आत्म अग्या फन्दिक द्हालत में पेर्फे लतक्ता मिला प्रेमी प्रेमिका का शाव
0013,impulsive_-10,so badly that I never saw them again. Grandmother burned them in the cutter's kitchen range.
0014,impulsive_-10,"If I have no right in these estates, sir,"" said Emily, of what service can it be to you that I should"
0015,impulsive_-10,In the conversation of a person who had raised delicate kindness to an art and whose pride was too high
0016,impulsive_-10,tell you that once my resolution is taken... But I am talking to a baby.
0017,impulsive_-10,had once declared her belief that when a friendship ceases to grow it immediately begins to decline.
0018,impulsive_-10,अडी शामे श्वृद़न्स ने की कामपस में पूलिस गष्ट की माँग
0019,impulsive_-10,कोल कता की उन्वर्सिती में शामा प्रसाद मुकर जी की नेम प्लेट पर कालिख पोती गई
0020,impulsive_-10,मुजे गिटार चाहीए
0021,impulsive_-10,बाँ बाँ बाँबादा बादा बादा बादा बादा बादा बादा बादा बादा बादा बादा बादा बादा बादा बादा बादा बादा बादा बादा बादा बादा बादा बादा बादा बादा बादा बादा बादा बादा बादा बादा बादा बादा बादा बाद
0022,impulsive_-10,जेएक मुझ से तीन साल बड़ा है।
0023,impulsive_-10,तनु वेट्स मनु रिट्रन्स के दिरेक्तर का अफर थुखराया
0024,impulsive_-10,I would never hear the last of it. I could well imagine what the Obman down at the drugstore would do with
0025,impulsive_-10,वो अपनी पड़ाई में बहुत दियान लगाती है
0026,impulsive_-10,मैं गर गया और रोयां
0027,impulsive_-10,"Poor in the last place, a few good followers, neither rich nor poor, famous nor yet remarkable."
0028,impulsive_-10,देखे अनोखा बच्चा जिसके माते पर है तिलका निसान
0029,impulsive_-10,"I have something I want to show you,"" said Hearstwood. Sure. Said Druay elated."
0030,impulsive_-10,योपी सर्कार को मनवादिकार आयोखा नोटिस
0031,impulsive_-10,मंगल दिलाएगा करज से मुक्ती चमक उतेगा व्यापार
0032,impulsive_-10,अद्राँ बाद्दाँ तो आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप �
0033,impulsive_-10,अदिन नेवी रेक्रूट मेंट कई पढोपर है वेकन्सी करे अपलाई
0034,impulsive_-10,रेल्वेर्क्रूटमेंग बोड पतना की प्रिक्षाका पहनाम गोशित
0035,impulsive_-10,मेरे ख्याल से वो कभी बि वापस नहीं आएगा
0036,impulsive_-10,"Hey, media, Bhagawan."
0037,impulsive_-10,मैं तुमसे लवूँँगा
0038,impulsive_-10,मैं आपकी मदद माग रही हूं
0039,impulsive_-10,उफे एक नहीं गारी चाही है
0000,impulsive_-5,उरिसा मैं दुनिया का सब से बड़ा इस पाज सन्यत्र लगाए गी जिंदल स्टील.
0001,impulsive_-5,"पाँफीष याकुब ने कहा, रब जानता है अफलीद क्या है?"
0002,impulsive_-5,"Trump, meanwhile, had put to sea at the head of nearly 100 ships. ASQ succeeded in intercepting..."
0003,impulsive_-5,"a $20 bill into her handbag with her ticket. That bill, she said, should have aroused her"
0004,impulsive_-5,भागल पुर्दंगा शबूतों के अबहावे नो आरोपी बरी
0005,impulsive_-5,"receiving, not conferring, a favor when they stayed at her house. Even the smartest traveling"
0006,impulsive_-5,"that was stronger than his other physical senses. That not only filled his dark mind, but"
0007,impulsive_-5,मैं उने अपने साथ लेजा रहा हूं
0008,impulsive_-5,अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अग
0009,impulsive_-5,grandmother burned them in the cutter's kitchen range. While Antonia was packing
0010,impulsive_-5,"her other children whenever she found them teasing him, or trying to get his chicken bone away from him."
0011,impulsive_-5,question my right now dare to question my power I have a punishment which you
0012,impulsive_-5,तुमे चाय अच्छिलगती है
0013,impulsive_-5,तीम अन्ना पर चुनाव आयो की पैनी नजर
0014,impulsive_-5,अपे दोर हैं बाल हो सकता है दिल करो
0015,impulsive_-5,मैंने तुमे पर्सों स्ट्रिप कलब में देक्खा था
0016,impulsive_-5,"या याश, दहन, पद, और सम्मान शनी देव को अपने ख़ें प्रफन"
0017,impulsive_-5,इरो के ट्रेलर लाँज में नहीं हुंगे सुरच पन्छोली और अतियाशव्टी
0018,impulsive_-5,अमले क्यारव को आसाराम आश्रम ने बताया साजिश
0019,impulsive_-5,मुझे आभी खाना खाने का मन नहीं है
0020,impulsive_-5,तोम आज नहीं आएगा
0021,impulsive_-5,"parliamentary rule. The crews therefore were well trained and the ships were larger, stronger"
0022,impulsive_-5,"he wrenched open the doors and ran out into the dining room. Tiny and Lena, Antonia and Mary Dusek were"
0023,impulsive_-5,कि राएदार ने की नाबालिग चात्रा से दरिंदगी
0024,impulsive_-5,"to carry them out. Be this as it may, the two fleets were soon engaged in a regular fight."
0025,impulsive_-5,उस्तक समिक्शा बहुविष्खीजा की
0026,impulsive_-5,शत्टीज गड्मा को मुखागनी देने पर भाई ने बहन्का किया मरदर
0027,impulsive_-5,दिल्ली के भिजली सच्योग का तबाथ ला
0028,impulsive_-5,राइपुर एक फलाट हो निरा
0029,impulsive_-5,"were open and shut. Everything was still, however, and I must have gone to sleep again immediately."
0030,impulsive_-5,सुनीए आस पास में कोई टोलेट है क्या?
0031,impulsive_-5,अपी चोडरी ने दिया इस्तिपा बिजेपिके टिकिट पर लडेंगे चुनाव
0032,impulsive_-5,बाजबागी बैटख में शामिल हूंगे नाराज मुन्दे
0033,impulsive_-5,"She seemed to understand, though I was too faint and miserable to go into explanations."
0034,impulsive_-5,"insurmountable. But for the course of double dealing and chicanery by which he triumphed, the only defense that can be"
0035,impulsive_-5,वार्ँ अंदर्सन के प्रत्यर्पन पर सीभ्याईने दायर की याचिका
0036,impulsive_-5,पागिस्तानि संसर्यइस सम्थि हिंदु भिवा कानून कु मन्जुर करने मिनाकाम
0037,impulsive_-5,"Well, well, said Emily impatiently and anxious to inquire on another subject."
0038,impulsive_-5,"अप जानते है, ब्रेकप के बाद अके लेमे क्या करती है लड़किया पाए"
0039,impulsive_-5,नोट बन्दी के खिलाज सदक पर उत्री कुंगरस कहा दिल्ली से लोग कर रहे पलाये
0000,impulsive_0,परद पकिस्टान को दिनाइट तेस्ट के बारेमे सुचना चाही है रशिड लतीप
0001,impulsive_0,"Yes, he did indeed, Mumzel, notwithstanding all I could say to the contrary."
0002,impulsive_0,मैं गर गया और रोयां
0003,impulsive_0,राहुल की राली को सफल बनाने में जोर शोर से जुटी दिल्ली कंगरेस
0004,impulsive_0,"No, Momzel, not fighting, but almost as good, for I believe there was not one of the"
0005,impulsive_0,Droy was not a drinker in excess. He was not a moneyed man. He only craved the best as his
0006,impulsive_0,that she could not support herself. Awe and terror overcame her and she sunk again into the chair.
0007,impulsive_0,"When he returned, he told her that he would have to stay overnight there."
0008,impulsive_0,उसके विद्ध्यारती कुछ जीआदा ही पडाई करते हैं
0009,impulsive_0,अग तो तींचार पां चे सात अट नो दस
0010,impulsive_0,ये वाली जाय अच्छी अथी है
0011,impulsive_0,मैंला अरक्षन विदें जरूँब होगा पारिध पातिल
0012,impulsive_0,"world could not persuade me out of them. Roberto and Sebastian, in half a dozen more of them, went into fits."
0013,impulsive_0,सर्कार देखेगी कैसे की जासकती है राजबला के परिवार की मदध
0014,impulsive_0,भागल पुर्दंगा शबूतों के अबहावे नो आरोपी बरी
0015,impulsive_0,"It would be useless to interrogate the girl, for she knew nothing of what had happened."
0016,impulsive_0,"she hesitated, and then told us how strangely Mr. Cutter had behaved before he went away."
0017,impulsive_0,राहुल की राली को सफल बनाने में जोर शोर से जुटी दिल्ली कंगरेस
0018,impulsive_0,अवी क्या समय हो रहा है
0019,impulsive_0,बिहार अगर अदर अदर अदर अदर अदर अदर अदर अदर अदर अदर अदर अदर अदर अदर अदर अदर अदर अदर अदर अदर अदर अदर अदर अदर अदर अदर अदर अदर अदर अदर अदर अदर अदर अदर अदर अदर अदर अदर अदर अदर अदर अदर अ�
0020,impulsive_0,फीनिर्स की चुट्टी करवाने वाले दूनी कुड कर रहे हैं एसे हलात का सामना
0021,impulsive_0,एक पुलिस अफसर उसे बाद कर रहा है
0022,impulsive_0,"However, meant the Dutch complaints by raking up the long list of grievances that had stirred up a bitter feeling of popular hatred again."
0023,impulsive_0,he depended upon the excitement he could arouse in her hysterical nature. Perhaps he got the feeling of
0024,impulsive_0,तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो त
0025,impulsive_0,"and began to draw the dance music out of it, while the perspiration shone on his short wool and on his"
0026,impulsive_0,"the clubs. He kept a horse and neat trap, had his wife and two children who were well established."
0027,impulsive_0,विश्वकःब क्या क्रिकेट के मोदी साभित होंगे विराद कोहली
0028,impulsive_0,दिल्ली वेंक टेश्वर स्कूल में हंगामा मन्मानी फीस बड़ुतरी पर भवाल
0029,impulsive_0,तोम आज नहीं आएगा
0030,impulsive_0,अंकाुटर काट्डर रही पोस्टर लेकर गूम रही बदमाश हमें माव कर दो
0031,impulsive_0,"बिहार चुनाव, तीस्रे चरन के लिए चुनाव प्रचार तमा"
0032,impulsive_0,वेबस उत्ना ही चाथे ते
0033,impulsive_0,सल्मान किलिए दोप्तर मश्वुर भुलाती बन शो में लोतें ये सूनिल क्रोवर
0034,impulsive_0,"He was an affectionate little man, and he thought his wife a wonderful woman."
0035,impulsive_0,"the murder of Dorislar, and the protection afforded to the royalist refugees had been additional causes of"
0036,impulsive_0,Botan kör.
0037,impulsive_0,उसे बव सारा पैसा मिलां
0038,impulsive_0,Antonia was packing her trunk and putting her room in order to leave it. The front doorbell rang violently.
0039,impulsive_0,सर्विष तेक्ष्विवाखने मांगा मल्या किक लाग ग्राफ्तारी वार्व्ड़्ट
0000,impulsive_10,बारक्प में विशव कबके आयोजन से फृट्वाल में होगा निवेश राटन
0001,impulsive_10,लापता लगकी की रेप के बाद अदते आग.
0002,impulsive_10,to social uses. And there was that in her expression and attitude.
0003,impulsive_10,अगर आपके पास समय हो तो हम से मिलने आएगा
0004,impulsive_10,सुनीए आस पास में कोई तोईलेट है क्या?
0005,impulsive_10,तेरे सा प्रत्गाली नाम है
0006,impulsive_10,मम्ता को पर्याप्त सुरक्षा दीजाएगी प्रनव
0007,impulsive_10,नित्तिन गडखरी बोले हमारा देश दर्मशाला नहीं बदेशी नगरे को पोबसने नहीं देंगे
0008,impulsive_10,"in his thumbs in his pocket, the light on his jewels and rings relieving them with agreeable distinctness."
0009,impulsive_10,اپنے کیے دھرے کے لیے زمیدار نہیں دھر آیا جا سکتا
0010,impulsive_10,मत्तदाता वाकई उल्लू नहीं है जेट्ली
0011,impulsive_10,"blaze of lights, polished woodwork, colored and cut glassware, and many fancy bottles."
0012,impulsive_10,It was Mrs. Gardner who ran the business and looked after everything. Her husband stood at the death.
0013,impulsive_10,and through the west wing of the castle and I am in the corridor in a minute. Are you so?
0014,impulsive_10,अवी क्या समय हो रहा है
0015,impulsive_10,मुझे उसके सामने नहीं रोना था
0016,impulsive_10,presenting the three maritime provinces. At first it seemed impossible that any common ground of agreement could be
0017,impulsive_10,"it softly, and it answered softly, kindly. He shivered and stood still."
0018,impulsive_10,"had a very bad impression upon the parliament. All the old complaints against the Dutch were revived, and"
0019,impulsive_10,दिल्ली साडद थीन साल की मासुम बच्ची के साथ रेद
0020,impulsive_10,मुस्से जाडा आपको इसकी जरूरत है
0021,impulsive_10,"She saw this hideous little pick-a-nanny dressed in an old piece of sacking, standing in the open space."
0022,impulsive_10,Are you so? says he and what is to become of you if you meet any of those noble cavaliers in the west.
0023,impulsive_10,"went to pay a visit at Palazzo Crescentini, Madame Rowe, on this occasion remaining in Rowe."
0024,impulsive_10,and then the official letter from London was read to them.
0025,impulsive_10,"in his pocket, the light on his jewels and rings relieving them with agreeable distinctness. He was the"
0026,impulsive_10,"When dining, it was a source of keen satisfaction to him to know that Joseph Jefferson was want to come to this same"
0027,impulsive_10,पिता जी मेरे पाहाड पर खेले जाने से राजी नहीं दें
0028,impulsive_10,"good nature and they strolled towards the bar. Oh, alright. I haven't seen..."
0029,impulsive_10,to animate her fortitude with the idea of Valancourt. Montoni was alone.
0030,impulsive_10,मेरे पिता चीन गये
0031,impulsive_10,गोंडा खाए खाए खाए खाए खाए खाए खाए खाए खाए खाए खाए खाए खाए खाए खाए खाए खाए खाए खाए खाए खाए खाए खाए खाए खाए खाए खाए खाए खाए खाए खाए खाए खाए खाए खाए खाए खाए खाए खाए खाए खाए खाए खाए ख
0032,impulsive_10,"बिहार चुनाव, तीस्रे चरन के लिए चुनाव प्रचार तमा"
0033,impulsive_10,शत्टीज गड्मा को मुखागनी देने बर भाई ने बहेंका किया मरदर
0034,impulsive_10,"met on August 16th and despite his inferiority of force, the Reuter forced A-SQ to withdraw"
0035,impulsive_10,to social uses. And there was that in her expression and attitude.
0036,impulsive_10,वो कोंषी बाशा थी?
0037,impulsive_10,"gardener's diamonds and those who had not. When I stole into the parlor, Anson Kirk packed"
0038,impulsive_10,"these he was professionally tactful, assuming a grave and dignified attitude, paying them the"
0039,impulsive_10,अप निचे क्यो देख्रे हैं?
0000,impulsive_15,विवित्ता को अपनाना हमारी खासियत भागुत
0001,impulsive_15,"not merely by the orange partisans, but by popular opinion, generally in the United Provinces."
0002,impulsive_15,शत्टीज गड्मा को मुखागनी देने बर भाई ने बहन्का किया मरदर
0003,impulsive_15,मेरे परिवार को तोम पशन्द था
0004,impulsive_15,جناوی سمی کرن وقت کی نبج پر راو کا داوم
0005,impulsive_15,और भी प्रो राउदर लिविए। चोटे बिजनेच के लिए सांदार दिवाए।
0006,impulsive_15,देखे अनोखा बच्चा जिसके माते पर है तिलका निसार
0007,impulsive_15,रब के जोटे आरोप लगाने वाली मोडल के किलाव कानुनी कारवाई शुरू
0008,impulsive_15,बहाँ कल दो पैर मुज्दे मिलने आराव है
0009,impulsive_15,ایک پاغل انسان کو اپنے کیے دھرے کے لیے زمیدار
0010,impulsive_15,and Henrietta was cheered on her way by a promise from Mr. Bantling that he would soon come
0011,impulsive_15,war that was desired by neither of the two governments. But popular feeling and the course of events was
0012,impulsive_15,तुबे बे दिखाई देती हो
0013,impulsive_15,be done with the fingers and not with the fists or the feet. He approached this highly artificial
0014,impulsive_15,"At the piano, he swayed in time to the music, and when he was not playing, his body kept up the"
0015,impulsive_15,मैं अपनी डादी से हपते में तो भार मिलने जाता हूं
0016,impulsive_15,इस परिस्थिती में कदोर कदम उठानी हूंगे
0017,impulsive_15,leaf in it. The reckoning with his wife at the end of an escapade was something he counted on.
0018,impulsive_15,"Os nepratioguitar, firse G.T. Lee."
0019,impulsive_15,बहें अर्भी बोलता है
0020,impulsive_15,उस लडकीन ने अपने आस्वो को रोकने की बोड गोशिष करी
0021,impulsive_15,"alarm in Holland, and especially in Amsterdam. Pressure was bought to bear on the state's general and the Admiralty"
0022,impulsive_15,"play for me this evening? It was the soft, amiable, negro voice. Like those I remember."
0023,impulsive_15,फैंस को मिलेगा सल्मान के सास्क्रींट शेर करने का मोगा
0024,impulsive_15,سیاست کرنے والے دور رہے، مجدت صرف عبادت کے لیے
0025,impulsive_15,अमें नहीं पता हम कहा है
0026,impulsive_15,आई उद्द्दाग के चमद्काद और चनातियोंके भीच फसाइत यहाँस का सब से पुराना मामला
0027,impulsive_15,शुरुवा महा केल का महा उद्गातन
0028,impulsive_15,कश्षव और देवेंद्रो चमके अनी भारतियोंने किया निराश
0029,impulsive_15,युद का आतंक तोम कभी देही भुल पाया
0030,impulsive_15,جرمن بلتکار معاملہ پیڑیت نے بیان درج کروایا
0031,impulsive_15,बाजबागी बैटख में शामिल हूंगे नाराज मुन्दे
0032,impulsive_15,"off the Shetlands, a violent storm arose from the force of which Blake was protected while the Dutch vessels"
0033,impulsive_15,on hearing of this began also to make ready for eventualities. Negotiations were still proceeding between
0034,impulsive_15,मुदे बाहर जाने दो
0035,impulsive_15,रन्निती बनाने में जुते आरुं जेटली और लाल करीषे नद्वानी
0036,impulsive_15,रूसी अश्रे से ख्सम्मदन बनाए उक्रेनी महलाए
0037,impulsive_15,अपकी वकील का नाम क्या है?
0038,impulsive_15,जम्मु कश्मिर के कुल्गा में सन्दिक्ददमा का एक की मुझ तो गायल
0039,impulsive_15,मेरे पुर्वजों ने ना अंगरे जोज़ ने मापी मागी ना मापी मागी ना में पर दस्तगत किये अवेसी
0000,impulsive_5,तुम्हारे पीता कहा है?
0001,impulsive_5,अपका बहुट भूँ द्यान्निवाद
0002,impulsive_5,अप चोटे पार्दे पार्पी दिखेंजे सोना अख्छे चिनावा
0003,impulsive_5,"Rue followed him with his eyes, much interested. Doesn't look much like a man who sees spirits, does he?"
0004,impulsive_5,दिल्ली दोबरे हर्ट्याकान्द में नोकर को मोद की सजा
0005,impulsive_5,"Duncan, papery eyelids lay motionless over his blind eyes."
0006,impulsive_5,निवुजिलन्ट को हलके में नहीं ले रहे दूनी
0007,impulsive_5,burn them in the cutter's kitchen range. While Antonia was packing her trunk and putting her
0008,impulsive_5,My hand closed softly on my shoulder and at the same moment I felt something hairy and cl-
0009,impulsive_5,himself and adapt. This first effort was not a success. The parliament published the letter with the
0010,impulsive_5,आप भिदेस में क्यों पड़ना चाते हैं?
0011,impulsive_5,ḍᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃ�
0012,impulsive_5,अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अग
0013,impulsive_5,دلی سادت تین سال کی معصوم بچی کے ساتھ ریت
0014,impulsive_5,"When these things would fall upon Druai's ears, he would straighten himself a little more stiffly and eat with solid"
0015,impulsive_5,चीन से सीमित युद्ध कि आशंका नहीं पायो से ना
0016,impulsive_5,A consummation the more desirable.
0017,impulsive_5,music and when he was not playing his body kept up this motion like an empty mill grinding on.
0018,impulsive_5,Bake with a little white wine and melted butter.
0019,impulsive_5,the frivolous young woman from Albany who had begun to take the measure of Europe on the lawn at Garden Court a couple of years before.
0020,impulsive_5,"the dark he found his way to the thing, to its mouth. He touched it softly, and it"
0021,impulsive_5,जेल से लिल विन ने जारी की आलबम
0022,impulsive_5,कश्षव और देवेंद्रो चमके अनी भारतियोंने किया निराश
0023,impulsive_5,पश्छिन पंगाल में गुज्रात मोडल नहीं अपनाएंगे मम्ता
0024,impulsive_5,"renewal of the war. No further action was taken, and the protector professed himself satisfied"
0025,impulsive_5,पश्विडेशोने रूसी कुफिया आजन्सी पर साविबर हम लोका आरुप लगाया
0026,impulsive_5,मैं माल नहीं जासकता
0027,impulsive_5,मद्दे प्र देश्मे विव प्वास पर बैटे अन्नास्मर्धख
0028,impulsive_5,میں سفر پر اس کے ساتھ گیا
0029,impulsive_5,I would never hear the last of it. I could well imagine what the Ob-Man down at the drugstore would do with
0030,impulsive_5,विद्मन्त्री निर्मला सिता रमन की अर्षास्त्रेो के साथ बैटक शुरू
0031,impulsive_5,those fine ladies sober either. I thought when I saw them first that all those
0032,impulsive_5,अपने अपने वाले दोनी कुड कर रहे हैं अपने अपने वाले दोनी खुड कर रहे हैं अपने अपने वाले दोनी खुड कर रहे हैं अपने अपने वाले दोनी खुड कर रहे हैं अपने वाले खुड कर रहे हैं अपने वाले खुड कर रहे हैं अपने वाले खुड कर रहे है
0033,impulsive_5,"I was only half awake, but I decided that he might take the cutter silver, whoever he was."
0034,impulsive_5,میں سفر پر اس کے ساتھ گیا
0035,impulsive_5,अगर हो सकता है तो इस शनीवार्या रव्यार
0036,impulsive_5,श्कूल साडे तीन बजे चुटता है
0037,impulsive_5,पशी मंगल हिम्सा के किलाव कल स्पी अफिस का गिरा करेगी भीजे भी
0038,impulsive_5,8-10%
0039,impulsive_5,योव्राज के सवन्यास पर कप्तान विराथ कोली के पतने नुशका सर्माने क्या कहा?
0000,recorded_impulsive+stationary_-10,दिल्ली के भिजली सच्योग का तबाथ ला
0001,recorded_impulsive+stationary_-10,"because he was blind, but on the plantation he was known as Yellow Martha's Simple Child."
0002,recorded_impulsive+stationary_-10,महिलाव की सुरक्शापर शिला दिखष्टने P.M को चिट्ठी लिखी
0003,recorded_impulsive+stationary_-10,and up the marble staircase and along the north gallery and through the west wing of the castle and I am in
0004,recorded_impulsive+stationary_-10,"1648 and its generals, Blake, Penn, and Aiskew, had already acquired much"
0005,recorded_impulsive+stationary_-10,not merely by the orange partisans but by popular opinion generally in the united provinces.
0006,recorded_impulsive+stationary_-10,The first man who repeated such nonsense should be thrown into the dungeon under the east turret.
0007,recorded_impulsive+stationary_-10,बादिए पुरा होगा मोदी का बारद जोलो सपना करनाटक ने उची की अपनी आवाज
0008,recorded_impulsive+stationary_-10,"जानिये हिंदिशनेमा की वो फिल्मे, जो आसकर मे हुई नामां कित."
0009,recorded_impulsive+stationary_-10,वाल्मिकी जियन्ती कैसे दाकु से साधु बने वाल्मिकी जाने पूजा का शुमुर
0010,recorded_impulsive+stationary_-10,बमबर अफर के साथ बिक रहा है लेनावो का ये शान्दर समाथफों
0011,recorded_impulsive+stationary_-10,कान जीादा तेज बागता है कें जे तोनी
0012,recorded_impulsive+stationary_-10,within two days after the ratification of the treaty was preemptory and threatening.
0013,recorded_impulsive+stationary_-10,उफने भारत में विद्रोज को रोका
0014,recorded_impulsive+stationary_-10,"if he ever found him meddling. Samson had got too near the mast of Skinnell once, and had felt his terrible breath."
0015,recorded_impulsive+stationary_-10,it but to prepare for a vigorous resumption of the war.
0016,recorded_impulsive+stationary_-10,तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो त
0017,recorded_impulsive+stationary_-10,Mrs. Ludlow's mental motions were sufficiently various.
0018,recorded_impulsive+stationary_-10,तुदगाउ त्राप्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्�
0019,recorded_impulsive+stationary_-10,सर्कार देखेगी कैसे की जासकती है राजबला के परिवार की मददद शीएगेगेगेगेगेगेगेगेगेगेगेगेगेगेगेगेगेगेगेगेगेगेगेगेगेगेगेगेगेगेगेगेगेगेगेगेगेगेगेगेगेगेगेगेगेगेगेगेगेगेगेगेगेग
0020,recorded_impulsive+stationary_-10,No evil could come out of the contemplation of an expensively decorated chamber.
0021,recorded_impulsive+stationary_-10,"However, the worst effect of such a thing would be perhaps to stir up in the material-minded an ambit-"
0022,recorded_impulsive+stationary_-10,दिप्ति के अबहरन के पीछे एक तर्फा प्यार की कहानी
0023,recorded_impulsive+stationary_-10,"at Rectors, a restaurant of some local fame which occupied a basement of Clark and Monroe Street."
0024,recorded_impulsive+stationary_-10,सर्कार देखेगी कैसे की जासकती है राजबला के परीवार की मदधषी ला
0025,recorded_impulsive+stationary_-10,अच्छे सुझ्ट के लिए बूज ज़ोरी एख सही समय पर नींदिलेना
0026,recorded_impulsive+stationary_-10,अपकी वकील का नाम क्या है?
0027,recorded_impulsive+stationary_-10,Her character had revealed itself.
0028,recorded_impulsive+stationary_-10,मुजे भिल्ले पसंद है
0029,recorded_impulsive+stationary_-10,Yet had doubts and wonderments not elayed at that altar.
0030,recorded_impulsive+stationary_-10,अमें नहीं पता हम कहा है
0031,recorded_impulsive+stationary_-10,wanderings as might be undertaken by ladies and children on warm afternoons.
0032,recorded_impulsive+stationary_-10,मेरे पास और कुछ नहीं है
0033,recorded_impulsive+stationary_-10,अपरेशन के बाद अब साथ साल की रोषनी कोल सकती है अपना मु
0034,recorded_impulsive+stationary_-10,"a teaspoonful of minced parsley, a small chopped onion, a bay leaf, and 4 peppercorns."
0035,recorded_impulsive+stationary_-10,अप निचे क्यो देख्रे हैं?
0036,recorded_impulsive+stationary_-10,अप्रेशन्च़ जण्वे बच्छों को हुता है बलड़ कैंशर हूने का अथेख खत्रा
0037,recorded_impulsive+stationary_-10,"Antony had turned to me eagerly. Oh, would you, Jim?"
0038,recorded_impulsive+stationary_-10,तीम अन्नाने पीमवस यासी पार्टीो से पुचे सवाल
